"VersionEffective","PartNumber","PROPERTY","ValuePrior","ValueCurrent","ChangeReason"
"2.82","LP394312-5","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP394313-3","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP394332-3","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP394423-0","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP394424-8","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP394430-5","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP400531-2","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP401023-9","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP402016-2","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP402017-0","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP402018-8","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP402118-6","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP402139-2","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP402174-9","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP402206-9","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP402207-7","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP402208-5","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP402209-3","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP402213-5","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP402222-6","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP402314-1","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP402325-7","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP402327-3","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP402529-4","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP404128-3","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP404216-6","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP404217-4","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP404218-2","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP40498-5","STATUS","ACTIVE","INACTIVE",""
"2.82","LP407479-7","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP411123-5","STATUS","ACTIVE","INACTIVE",""
"2.82","LP411858-6","STATUS","ACTIVE","INACTIVE",""
"2.82","LP416121-4","STATUS","ACTIVE","INACTIVE",""
"2.82","LP416438-2","STATUS","ACTIVE","INACTIVE",""
"2.82","LP416439-0","STATUS","ACTIVE","INACTIVE",""
"2.82","LP416440-8","STATUS","ACTIVE","INACTIVE",""
"2.82","LP416441-6","STATUS","ACTIVE","INACTIVE",""
"2.82","LP416442-4","STATUS","ACTIVE","INACTIVE",""
"2.82","LP416443-2","STATUS","ACTIVE","INACTIVE",""
"2.82","LP416444-0","STATUS","ACTIVE","INACTIVE",""
"2.82","LP416445-7","STATUS","ACTIVE","INACTIVE",""
"2.82","LP416446-5","STATUS","ACTIVE","INACTIVE",""
"2.82","LP416447-3","STATUS","ACTIVE","INACTIVE",""
"2.82","LP416474-7","STATUS","ACTIVE","INACTIVE",""
"2.82","LP416475-4","STATUS","ACTIVE","INACTIVE",""
"2.82","LP416476-2","STATUS","ACTIVE","INACTIVE",""
"2.82","LP416477-0","STATUS","ACTIVE","INACTIVE",""
"2.82","LP417633-7","STATUS","ACTIVE","INACTIVE",""
"2.82","LP417634-5","STATUS","ACTIVE","INACTIVE",""
"2.82","LP417635-2","STATUS","ACTIVE","INACTIVE",""
"2.82","LP417636-0","STATUS","ACTIVE","INACTIVE",""
"2.82","LP417637-8","STATUS","ACTIVE","INACTIVE",""
"2.82","LP417709-5","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP417953-9","STATUS","ACTIVE","INACTIVE",""
"2.82","LP417954-7","STATUS","ACTIVE","INACTIVE",""
"2.82","LP417955-4","STATUS","ACTIVE","INACTIVE",""
"2.82","LP418434-9","STATUS","ACTIVE","INACTIVE",""
"2.82","LP418956-1","STATUS","ACTIVE","INACTIVE",""
"2.82","LP418957-9","STATUS","ACTIVE","INACTIVE",""
"2.82","LP418958-7","STATUS","ACTIVE","INACTIVE",""
"2.82","LP418959-5","STATUS","ACTIVE","INACTIVE",""
"2.82","LP418960-3","STATUS","ACTIVE","INACTIVE",""
"2.82","LP418984-3","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP418985-0","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP418986-8","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP419903-2","STATUS","ACTIVE","INACTIVE",""
"2.82","LP420888-2","STATUS","ACTIVE","INACTIVE",""
"2.82","LP420967-4","STATUS","ACTIVE","INACTIVE",""
"2.82","LP420968-2","STATUS","ACTIVE","INACTIVE",""
"2.82","LP420969-0","STATUS","ACTIVE","INACTIVE",""
"2.82","LP420970-8","STATUS","ACTIVE","INACTIVE",""
"2.82","LP420971-6","STATUS","ACTIVE","INACTIVE",""
"2.82","LP420972-4","STATUS","ACTIVE","INACTIVE",""
"2.82","LP420973-2","STATUS","ACTIVE","INACTIVE",""
"2.82","LP420974-0","STATUS","ACTIVE","INACTIVE",""
"2.82","LP420975-7","STATUS","ACTIVE","INACTIVE",""
"2.82","LP420976-5","STATUS","ACTIVE","INACTIVE",""
"2.82","LP420977-3","STATUS","ACTIVE","INACTIVE",""
"2.82","LP420978-1","STATUS","ACTIVE","INACTIVE",""
"2.82","LP420986-4","STATUS","ACTIVE","INACTIVE",""
"2.82","LP420987-2","STATUS","ACTIVE","INACTIVE",""
"2.82","LP420989-8","STATUS","ACTIVE","INACTIVE",""
"2.82","LP421285-0","STATUS","ACTIVE","INACTIVE",""
"2.82","LP421286-8","STATUS","ACTIVE","INACTIVE",""
"2.82","LP421287-6","STATUS","ACTIVE","INACTIVE",""
"2.82","LP421288-4","STATUS","ACTIVE","INACTIVE",""
"2.82","LP421289-2","STATUS","ACTIVE","INACTIVE",""
"2.82","LP421290-0","STATUS","ACTIVE","INACTIVE",""
"2.82","LP421291-8","STATUS","ACTIVE","INACTIVE",""
"2.82","LP421340-3","STATUS","ACTIVE","INACTIVE",""
"2.82","LP421341-1","STATUS","ACTIVE","INACTIVE",""
"2.82","LP421436-9","STATUS","ACTIVE","INACTIVE",""
"2.82","LP421850-1","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP421851-9","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP421852-7","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP421853-5","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP421854-3","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP421855-0","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP421857-6","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP421858-4","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP421861-8","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP421862-6","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP421863-4","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP421864-2","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP421865-9","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP421866-7","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP421944-2","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP421967-3","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP421968-1","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP421969-9","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP422730-4","STATUS","ACTIVE","INACTIVE",""
"2.82","LP422731-2","STATUS","ACTIVE","INACTIVE",""
"2.82","LP422732-0","STATUS","ACTIVE","INACTIVE",""
"2.82","LP422741-1","STATUS","ACTIVE","INACTIVE",""
"2.82","LP422742-9","STATUS","ACTIVE","INACTIVE",""
"2.82","LP422744-5","STATUS","ACTIVE","INACTIVE",""
"2.82","LP422745-2","STATUS","ACTIVE","INACTIVE",""
"2.82","LP422747-8","STATUS","ACTIVE","INACTIVE",""
"2.82","LP422760-1","STATUS","ACTIVE","INACTIVE",""
"2.82","LP427301-9","STATUS","ACTIVE","INACTIVE",""
"2.82","LP427305-0","STATUS","ACTIVE","INACTIVE",""
"2.82","LP427306-8","STATUS","ACTIVE","INACTIVE",""
"2.82","LP427383-7","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP427471-0","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP427472-8","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP427475-1","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP427476-9","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP427477-7","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP427478-5","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP427479-3","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP427480-1","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP427540-2","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP428878-5","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP430026-7","STATUS","ACTIVE","INACTIVE",""
"2.82","LP430938-3","STATUS","ACTIVE","INACTIVE",""
"2.82","LP431561-2","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP431562-0","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP432411-9","STATUS","ACTIVE","INACTIVE",""
"2.82","LP432431-7","STATUS","ACTIVE","INACTIVE",""
"2.82","LP433370-6","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP433371-4","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP434764-9","STATUS","ACTIVE","INACTIVE",""
"2.82","LP434864-7","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP435495-9","STATUS","ACTIVE","DEPRECATED",""
"2.82","LP435510-5","STATUS","ACTIVE","INACTIVE",""
"2.82","LP435511-3","STATUS","ACTIVE","INACTIVE",""
"2.82","LP435596-4","STATUS","ACTIVE","INACTIVE",""
"2.82","LP435853-9","STATUS","ACTIVE","INACTIVE",""
"2.82","LP435968-5","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP436311-7","STATUS","ACTIVE","INACTIVE",""
"2.82","LP436314-1","STATUS","ACTIVE","INACTIVE",""
"2.82","LP436400-8","STATUS","ACTIVE","INACTIVE",""
"2.82","LP436401-6","STATUS","ACTIVE","INACTIVE",""
"2.82","LP436415-6","STATUS","ACTIVE","INACTIVE",""
"2.82","LP437053-4","STATUS","ACTIVE","INACTIVE",""
"2.82","LP437054-2","STATUS","ACTIVE","INACTIVE",""
"2.82","LP437055-9","STATUS","ACTIVE","INACTIVE",""
"2.82","LP437083-1","STATUS","ACTIVE","INACTIVE",""
"2.82","LP437112-8","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP437514-5","STATUS","ACTIVE","INACTIVE",""
"2.82","LP437696-0","STATUS","ACTIVE","INACTIVE",""
"2.82","LP437697-8","STATUS","ACTIVE","INACTIVE",""
"2.82","LP437730-7","STATUS","ACTIVE","INACTIVE",""
"2.82","LP440676-7","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP440852-4","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP441328-4","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP441656-8","STATUS","ACTIVE","INACTIVE",""
"2.82","LP441657-6","STATUS","ACTIVE","INACTIVE",""
"2.82","LP442030-5","STATUS","ACTIVE","INACTIVE",""
"2.82","LP442031-3","STATUS","ACTIVE","INACTIVE",""
"2.82","LP442033-9","STATUS","ACTIVE","INACTIVE",""
"2.82","LP443114-6","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP443221-9","STATUS","ACTIVE","INACTIVE",""
"2.82","LP443251-6","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP443401-7","STATUS","ACTIVE","INACTIVE",""
"2.82","LP445038-5","STATUS","ACTIVE","INACTIVE",""
"2.82","LP445153-2","STATUS","ACTIVE","INACTIVE",""
"2.82","LP445169-8","STATUS","ACTIVE","INACTIVE",""
"2.82","LP446151-5","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP446152-3","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP446349-5","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP446368-5","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP446649-8","STATUS","ACTIVE","INACTIVE",""
"2.82","LP446779-3","STATUS","ACTIVE","INACTIVE",""
"2.82","LP446780-1","STATUS","ACTIVE","INACTIVE",""
"2.82","LP446781-9","STATUS","ACTIVE","INACTIVE",""
"2.82","LP446782-7","STATUS","ACTIVE","INACTIVE",""
"2.82","LP448402-0","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.82","LP6189-7","STATUS","ACTIVE","INACTIVE",""
"2.82","LP62081-2","STATUS","ACTIVE","INACTIVE",""
"2.82","LP62262-8","STATUS","ACTIVE","INACTIVE",""
"2.82","LP62798-1","STATUS","ACTIVE","INACTIVE",""
"2.82","LP64445-7","STATUS","ACTIVE","INACTIVE",""
"2.82","LP64865-6","STATUS","ACTIVE","INACTIVE",""
"2.82","LP65345-8","STATUS","ACTIVE","INACTIVE",""
"2.82","LP65470-4","STATUS","ACTIVE","INACTIVE",""
"2.82","LP65867-1","STATUS","ACTIVE","INACTIVE",""
"2.82","LP65868-9","STATUS","ACTIVE","INACTIVE",""
"2.82","LP65869-7","STATUS","ACTIVE","INACTIVE",""
"2.82","LP65870-5","STATUS","ACTIVE","INACTIVE",""
"2.82","LP66391-1","STATUS","ACTIVE","INACTIVE",""
"2.82","LP66705-2","STATUS","ACTIVE","INACTIVE",""
"2.82","LP66772-2","STATUS","ACTIVE","INACTIVE",""
"2.82","LP68319-0","STATUS","ACTIVE","INACTIVE",""
"2.82","LP69234-0","STATUS","ACTIVE","INACTIVE",""
"2.82","LP69240-7","STATUS","ACTIVE","INACTIVE",""
"2.82","LP69277-9","STATUS","ACTIVE","INACTIVE",""
"2.82","LP69278-7","STATUS","ACTIVE","INACTIVE",""
"2.82","LP69279-5","STATUS","ACTIVE","INACTIVE",""
"2.82","LP69280-3","STATUS","ACTIVE","INACTIVE",""
"2.82","LP69281-1","STATUS","ACTIVE","INACTIVE",""
"2.82","LP69282-9","STATUS","ACTIVE","INACTIVE",""
"2.82","LP69283-7","STATUS","ACTIVE","INACTIVE",""
"2.82","LP69284-5","STATUS","ACTIVE","INACTIVE",""
"2.82","LP69287-8","STATUS","ACTIVE","INACTIVE",""
"2.82","LP69288-6","STATUS","ACTIVE","INACTIVE",""
"2.82","LP69289-4","STATUS","ACTIVE","INACTIVE",""
"2.82","LP69290-2","STATUS","ACTIVE","INACTIVE",""
"2.82","LP69292-8","STATUS","ACTIVE","INACTIVE",""
"2.82","LP69293-6","STATUS","ACTIVE","INACTIVE",""
"2.82","LP69294-4","STATUS","ACTIVE","INACTIVE",""
"2.82","LP69295-1","STATUS","ACTIVE","INACTIVE",""
"2.82","LP69300-9","STATUS","ACTIVE","INACTIVE",""
"2.82","LP69325-6","STATUS","ACTIVE","INACTIVE",""
"2.82","LP70545-6","STATUS","ACTIVE","INACTIVE",""
"2.82","LP70547-2","STATUS","ACTIVE","INACTIVE",""
"2.82","LP70548-0","STATUS","ACTIVE","INACTIVE",""
"2.82","LP70549-8","STATUS","ACTIVE","INACTIVE",""
"2.82","LP70550-6","STATUS","ACTIVE","INACTIVE",""
"2.82","LP70551-4","STATUS","ACTIVE","INACTIVE",""
"2.82","LP70552-2","STATUS","ACTIVE","INACTIVE",""
"2.82","LP70553-0","STATUS","ACTIVE","INACTIVE",""
"2.82","LP89273-4","STATUS","ACTIVE","INACTIVE",""
"2.82","LP94239-8","STATUS","ACTIVE","INACTIVE",""
"2.82","LP94537-5","STATUS","ACTIVE","INACTIVE",""
"2.82","LP94560-7","STATUS","ACTIVE","INACTIVE",""
"2.82","LP94834-6","STATUS","ACTIVE","INACTIVE",""
"2.82","LP94871-8","STATUS","ACTIVE","INACTIVE",""
"2.82","LP94872-6","STATUS","ACTIVE","INACTIVE",""
"2.82","LP95057-3","STATUS","ACTIVE","INACTIVE",""
"2.82","LP95058-1","STATUS","ACTIVE","INACTIVE",""
"2.82","LP95059-9","STATUS","ACTIVE","INACTIVE",""
"2.82","LP95060-7","STATUS","ACTIVE","INACTIVE",""
"2.82","LP95061-5","STATUS","ACTIVE","INACTIVE",""
"2.82","LP95179-5","STATUS","ACTIVE","INACTIVE",""
"2.82","LP95180-3","STATUS","ACTIVE","INACTIVE",""
"2.82","LP95181-1","STATUS","ACTIVE","INACTIVE",""
"2.82","LP95182-9","STATUS","ACTIVE","INACTIVE",""
"2.82","LP95183-7","STATUS","ACTIVE","INACTIVE",""
"2.82","LP95184-5","STATUS","ACTIVE","INACTIVE",""
"2.82","LP95185-2","STATUS","ACTIVE","INACTIVE",""
"2.82","LP95186-0","STATUS","ACTIVE","INACTIVE",""
"2.82","LP95221-5","STATUS","ACTIVE","INACTIVE",""
"2.82","LP95222-3","STATUS","ACTIVE","INACTIVE",""
"2.82","LP95250-4","STATUS","ACTIVE","INACTIVE",""
"2.82","LP99297-1","STATUS","ACTIVE","INACTIVE",""
